IDX,Applicant_ID,Total_Experience,Total_Experience_in_field_applied,Department,Role,Industry,Organization,Designation,Education,Graduation_Specialization,University_Grad,Passing_Year_Of_Graduation,PG_Specialization,University_PG,Passing_Year_Of_PG,PHD_Specialization,University_PHD,Passing_Year_Of_PHD,Curent_Location,Preferred_location,Current_CTC,Inhand_Offer,Last_Appraisal_Rating,No_Of_Companies_worked,Number_of_Publications,Certifications,International_degree_any,Expected_CTC
24055,29807,3,1,Banking,Consultant,Insurance,G,Product Manager,Grad,Zoology,Mumbai,2017.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mumbai,Mumbai,551139,N,A,3,1,0,0,688923
24056,50110,4,0,HR,Bio statistician,Training,O,Network Engineer,Grad,Statistics,Lucknow,2016.0,Statistics,Lucknow,2014.0,Others,Kolkata,2007.0,Bangalore,Delhi,543212,N,A,5,0,4,0,706175
24057,17748,23,2,Sales,CEO,Automobile,M,Manager,Grad,Engineering,Mumbai,1997.0,Engineering,Mumbai,2016.0,Others,Kolkata,2007.0,Guwahati,Kolkata,2541891,N,D,4,0,0,0,2923174
24058,30332,20,20,Healthcare,Others,Aviation,J,Others,Grad,Sociology,Bangalore,2000.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Ahmedabad,Kanpur,2585178,N,A,2,1,0,0,3231472
24059,52847,1,0,Engineering,Consultant,Training,M,Web Designer,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mangalore,Guwahati,411640,N,D,2,3,3,0,473386
24060,49449,11,7,Marketing,Project Manager,Training,G,Manager,Doctorate,Botony,Bangalore,2001.0,Others,Bangalore,2003.0,Zoology,Nagpur,2009.0,Kolkata,Kanpur,2317750,N,D,6,6,0,0,2878645
24066,23801,12,8,Sales,Sales Execituve,BFSI,F,Others,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Kolkata,Delhi,1638948,N,B,3,7,3,0,2048685
24067,41080,6,0,Analytics/BI,Project Manager,IT,F,Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Nagpur,Mangalore,675034,N,C,5,2,0,0,776289
24068,45785,13,2,Others,Others,Telecom,D,Network Engineer,Grad,Others,Nagpur,1998.0,Mathematics,Nagpur,2000.0,Statistics,Surat,2007.0,Guwahati,Pune,2004420,Y,C,2,6,1,0,2360404
24070,40614,13,5,Education,Sales Manager,Analytics,C,Consultant,PG,Sociology,Lucknow,2007.0,Sociology,Lucknow,2012.0,Others,Kolkata,2007.0,Pune,Chennai,1513280,N,Key_Performer,5,1,1,0,1967264
24073,32207,2,0,Engineering,Project Manager,IT,C,Marketing Manager,PG,Mathematics,Surat,2018.0,Mathematics,Surat,2015.0,Others,Kolkata,2007.0,Pune,Nagpur,589220,Y,A,1,2,0,0,795447
24074,30608,13,12,Others,Analyst,Telecom,E,HR,Grad,Arts,Bangalore,2007.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Ahmedabad,Bangalore,1902780,N,B,4,0,0,0,2378475
24077,28465,19,19,Education,Consultant,IT,H,Assistant Manager,Grad,Arts,Delhi,2001.0,Arts,Delhi,2023.0,Others,Kolkata,2007.0,Kolkata,Lucknow,1703639,N,Key_Performer,3,2,2,0,2129548
24078,50536,24,17,Others,Business Analyst,IT,G,Marketing Manager,Grad,Sociology,Nagpur,1996.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Nagpur,Nagpur,2292999,N,A,5,0,0,0,2866248
24079,25148,5,5,Marketing,Business Analyst,BFSI,K,Research Analyst,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Kolkata,Guwahati,521973,N,A,5,3,5,0,678564
24080,54277,6,0,Analytics/BI,Analyst,Retail,G,Marketing Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Guwahati,Jaipur,572082,N,A,6,0,1,0,743706
24081,29017,6,3,Marketing,Sales Manager,Insurance,D,Research Analyst,PG,Botony,Mumbai,2014.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mumbai,Mangalore,1055672,N,C,3,1,1,0,1262583
24082,12007,0,0,Marketing,Others,Training,M,HR,Grad,Zoology,Kolkata,2020.0,Zoology,Kolkata,2018.0,Others,Kolkata,2007.0,Jaipur,Bangalore,0,N,B,0,0,0,0,345029
24085,20618,25,3,Others,Analyst,Retail,N,Assistant Manager,Doctorate,Others,Mumbai,1995.0,Zoology,Mumbai,2011.0,Others,Kolkata,2007.0,Mumbai,Kanpur,2529054,N,D,5,1,0,0,3141085
24094,23507,14,0,Analytics/BI,Project Manager,Telecom,M,HR,Doctorate,Economics,Pune,2000.0,Economics,Pune,2002.0,Others,Lucknow,2006.0,Bangalore,Kolkata,2340399,Y,A,2,4,0,0,3276558
24098,34126,9,7,Marketing,Bio statistician,Analytics,O,HR,Doctorate,Sociology,Guwahati,2011.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Ahmedabad,Chennai,1969893,N,B,3,1,0,0,2659355
24099,59975,12,8,Sales,Others,BFSI,D,Data Analyst,Doctorate,Statistics,Bangalore,2002.0,Others,Bangalore,2004.0,Statistics,Bhubaneswar,2008.0,Kolkata,Guwahati,1751923,N,D,4,5,0,0,2175888
24100,17699,12,2,IT-Software,Sales Execituve,Insurance,J,Assistant Manager,Grad,Chemistry,Bhubaneswar,2001.0,Chemistry,Bhubaneswar,2003.0,Chemistry,Lucknow,2008.0,Pune,Delhi,1955404,N,C,6,3,2,0,2248714
24101,45084,24,3,Education,Analyst,FMCG,J,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Surat,Delhi,1520213,N,C,4,8,3,0,1748244
24102,49855,10,3,Sales,Analyst,Insurance,P,Software Developer,Doctorate,Others,Nagpur,2010.0,Sociology,Nagpur,2009.0,Others,Kolkata,2007.0,Mumbai,Jaipur,1959672,N,A,5,0,0,0,2645557
24104,41444,13,3,Analytics/BI,Data scientist,Automobile,E,Data Analyst,Grad,Arts,Nagpur,2001.0,Arts,Nagpur,2003.0,Arts,Bhubaneswar,2007.0,Guwahati,Ahmedabad,1800507,N,B,6,6,1,0,2250633
24105,28147,23,2,Accounts,Bio statistician,Retail,N,Assistant Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Surat,Kolkata,1935410,Y,A,3,6,0,0,2516033
24107,19962,7,0,Education,Team Lead,Others,K,Data Analyst,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Nagpur,Bangalore,962402,N,C,3,1,3,0,1106762
24108,17804,24,12,Sales,Financial Analyst,BFSI,J,Consultant,Grad,Chemistry,Surat,1996.0,Chemistry,Surat,2020.0,Others,Kolkata,2007.0,Guwahati,Kolkata,2419128,Y,Key_Performer,2,1,0,0,3096483
24111,46228,14,10,Engineering,Consultant,Analytics,D,Assistant Manager,Grad,Others,Nagpur,2000.0,Others,Nagpur,2002.0,Others,Mumbai,2006.0,Mangalore,Surat,2090018,Y,Key_Performer,3,3,3,0,2675223
24112,10620,6,3,Education,Professor,Retail,M,Consultant,PG,Botony,Bhubaneswar,2014.0,Others,Bhubaneswar,2011.0,Others,Kolkata,2007.0,Lucknow,Mumbai,830544,N,D,4,1,1,0,993330
24114,40659,14,4,Banking,Team Lead,BFSI,N,Product Manager,Doctorate,Psychology,Ahmedabad,2000.0,Psychology,Ahmedabad,2002.0,Psychology,Delhi,2006.0,Mangalore,Ahmedabad,2334317,N,C,6,5,0,0,2899221
24116,22347,14,13,Banking,Business Analyst,Telecom,I,Consultant,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Pune,Guwahati,1588562,Y,C,3,5,3,0,1899920
24118,46310,11,2,Banking,Senior Researcher,Aviation,E,Others,Doctorate,Sociology,Jaipur,2009.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Bangalore,Nagpur,1775395,N,C,2,1,0,0,2205040
24119,52596,0,0,Marketing,Others,Training,M,HR,PG,Psychology,Delhi,2020.0,Psychology,Delhi,2016.0,Others,Kolkata,2007.0,Delhi,Bangalore,0,N,B,0,0,0,0,375727
24121,17877,23,5,Accounts,Business Analyst,IT,L,Director,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Jaipur,Nagpur,2277609,Y,C,3,6,1,0,2724020
24126,42400,18,7,Engineering,Sales Manager,Training,O,Software Developer,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Kolkata,Surat,2008061,N,C,2,3,4,0,2309270
24127,21106,13,13,Top Management,Senior Analyst,FMCG,L,Manager,Grad,Others,Lucknow,1998.0,Arts,Lucknow,2000.0,Zoology,Lucknow,2007.0,Ahmedabad,Surat,1999901,N,B,2,5,0,0,2499876
24128,16418,23,10,Marketing,Sales Execituve,IT,H,HR,PG,Zoology,Delhi,1997.0,Zoology,Delhi,2020.0,Others,Kolkata,2007.0,Mangalore,Bangalore,2998265,N,C,6,2,0,0,3585924
24130,36317,0,0,Marketing,Others,Training,M,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mangalore,Pune,0,N,B,0,1,2,0,390250
24131,51970,15,9,IT-Software,Bio statistician,Insurance,K,Assistant Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Ahmedabad,Chennai,1649553,Y,A,6,5,1,0,2144418
24133,10512,11,3,HR,Team Lead,FMCG,F,Manager,Doctorate,Engineering,Ahmedabad,2003.0,Engineering,Ahmedabad,2005.0,Engineering,Lucknow,2009.0,Guwahati,Chennai,1929482,N,D,2,5,0,0,2396416
24134,28871,5,1,Analytics/BI,Others,Analytics,E,Medical Officer,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Kanpur,Bhubaneswar,501171,N,C,1,1,1,0,576346
24135,15999,14,13,Analytics/BI,Team Lead,Analytics,E,Research Analyst,Doctorate,Economics,Jaipur,2000.0,Economics,Jaipur,2002.0,Others,Mumbai,2006.0,Delhi,Guwahati,2485244,Y,D,5,8,0,0,3200994
24136,31175,5,1,Engineering,Bio statistician,Others,K,Network Engineer,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Ahmedabad,Chennai,531698,N,C,6,3,0,0,611452
24138,24322,8,4,Healthcare,Team Lead,Retail,J,Marketing Manager,Grad,Sociology,Surat,2012.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Bangalore,Kanpur,933724,N,B,2,1,0,0,1167155
24139,51887,15,12,Marketing,Sales Execituve,Insurance,O,HR,Grad,Zoology,Pune,2005.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Pune,Kolkata,1739461,N,D,4,1,0,0,2000380
24140,40858,6,3,Marketing,Consultant,Training,K,Manager,Doctorate,Economics,Pune,2014.0,Economics,Pune,2013.0,Others,Kolkata,2007.0,Mumbai,Guwahati,2184020,N,A,5,1,0,0,3066364
24142,14300,4,2,HR,Project Manager,Aviation,H,Marketing Manager,PG,Chemistry,Pune,2016.0,Chemistry,Pune,2023.0,Others,Kolkata,2007.0,Surat,Surat,945367,N,Key_Performer,4,2,0,0,1278136
24143,55321,6,3,HR,Financial Analyst,IT,J,Research Analyst,Grad,Botony,Mumbai,2014.0,Botony,Mumbai,2022.0,Others,Kolkata,2007.0,Mangalore,Kanpur,1232997,N,B,5,1,3,0,1541246
24144,23411,11,4,Education,Sales Execituve,Others,G,Others,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Chennai,Delhi,1480593,N,C,2,0,4,0,1702681
24146,47882,21,7,Marketing,Senior Researcher,Insurance,N,Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Ahmedabad,Lucknow,1574254,N,A,3,7,3,0,1967817
24147,51614,10,9,Analytics/BI,Project Manager,Training,J,HR,Grad,Botony,Mumbai,2010.0,Botony,Mumbai,2020.0,Others,Kolkata,2007.0,Chennai,Chennai,2056311,N,Key_Performer,1,1,0,0,2570388
24149,27080,11,8,Healthcare,Head,Telecom,E,Consultant,PG,Chemistry,Delhi,2001.0,Others,Delhi,2003.0,Statistics,Bhubaneswar,2009.0,Chennai,Chennai,1586956,Y,C,6,8,1,0,1927199
24150,43026,23,11,Analytics/BI,Senior Researcher,Retail,A,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Jaipur,Mangalore,1648514,Y,Key_Performer,5,1,2,0,2143068
24152,52103,14,3,HR,Analyst,Training,N,Others,Doctorate,Chemistry,Guwahati,1998.0,Chemistry,Guwahati,2000.0,Chemistry,Lucknow,2006.0,Delhi,Lucknow,1773918,N,B,5,7,0,0,2394789
24154,24134,21,14,Marketing,Analyst,Insurance,A,Product Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Jaipur,Mangalore,2669364,Y,D,2,8,3,0,3192559
24155,42841,14,8,Analytics/BI,Bio statistician,BFSI,G,Consultant,PG,Others,Mangalore,2000.0,Psychology,Mangalore,2002.0,Botony,Bhubaneswar,2006.0,Kanpur,Bhubaneswar,1690866,N,C,3,7,0,0,2022275
24157,55514,10,4,Healthcare,Researcher,Insurance,I,Others,Grad,Botony,Bhubaneswar,2010.0,Others,Bhubaneswar,2008.0,Others,Kolkata,2007.0,Kolkata,Bhubaneswar,1917518,N,A,1,1,0,0,2396897
24161,27316,20,10,Banking,CEO,Aviation,D,Consultant,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Bhubaneswar,Bangalore,2319299,N,B,3,2,0,0,2899123
24162,27774,22,6,Marketing,Bio statistician,Training,A,Marketing Manager,Grad,Engineering,Pune,1998.0,Engineering,Pune,2015.0,Others,Kolkata,2007.0,Ahmedabad,Chennai,2437223,N,C,3,2,0,0,2802806
24163,19874,2,0,Marketing,Bio statistician,BFSI,A,CA,Doctorate,Engineering,Mangalore,2018.0,Engineering,Mangalore,2018.0,Others,Kolkata,2007.0,Lucknow,Bhubaneswar,752719,N,B,2,1,0,0,993589
24164,13857,11,10,Top Management,Consultant,Insurance,L,Web Designer,PG,Engineering,Lucknow,2001.0,Others,Lucknow,2003.0,Mathematics,Delhi,2009.0,Bhubaneswar,Mumbai,2233323,N,C,6,6,1,0,2671054
24165,46178,9,3,Sales,Bio statistician,IT,F,Consultant,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mumbai,Ahmedabad,2044490,Y,D,3,8,0,0,2445210
24166,50701,25,20,Marketing,Sales Manager,Retail,C,Assistant Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Bhubaneswar,Lucknow,2490135,Y,B,2,1,2,0,3237175
24171,39126,2,2,Banking,Associate,BFSI,N,Sr.Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Bhubaneswar,Pune,485511,N,D,2,5,3,0,558337
24173,15130,12,11,Marketing,Sales Execituve,Retail,B,Others,Doctorate,Sociology,Mangalore,1999.0,Others,Mangalore,2001.0,Zoology,Pune,2008.0,Mangalore,Jaipur,2098652,N,D,2,6,0,0,2606525
24174,51105,6,1,Sales,Consultant,Others,E,Web Designer,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Kolkata,Jaipur,1009081,N,B,5,3,0,0,1261351
24176,47891,25,17,Sales,Business Analyst,Aviation,B,HR,Grad,Arts,Pune,1995.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Bangalore,Lucknow,2414953,N,A,6,1,0,0,3018691
24177,56710,12,8,Accounts,Sales Execituve,BFSI,A,Product Manager,Doctorate,Statistics,Guwahati,1999.0,Statistics,Guwahati,2001.0,Statistics,Nagpur,2008.0,Kolkata,Nagpur,2108216,N,D,3,3,0,0,2618404
24180,13579,5,1,Healthcare,Associate,Aviation,H,Product Manager,Grad,Engineering,Delhi,2015.0,Engineering,Delhi,2021.0,Others,Kolkata,2007.0,Lucknow,Lucknow,646978,N,C,3,0,0,0,744024
24181,16394,24,2,HR,CEO,Insurance,O,Data Analyst,Doctorate,Psychology,Mumbai,1996.0,Psychology,Mumbai,2010.0,Others,Kolkata,2007.0,Surat,Guwahati,2626139,N,Key_Performer,4,0,0,0,3545287
24182,17814,21,9,HR,Bio statistician,BFSI,B,Assistant Manager,Grad,Botony,Mangalore,1999.0,Botony,Mangalore,2013.0,Others,Kolkata,2007.0,Kanpur,Jaipur,2354164,N,C,2,0,2,0,2707288
24183,47025,14,0,Marketing,Sales Execituve,Telecom,G,Marketing Manager,PG,Psychology,Bhubaneswar,2006.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mangalore,Bhubaneswar,1889965,N,C,3,0,1,0,2260398
24186,17044,2,0,Engineering,Sales Manager,Analytics,H,Sr.Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Jaipur,Delhi,479408,Y,B,1,8,1,0,623230
24187,23414,11,10,HR,Others,BFSI,N,Web Designer,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Surat,Guwahati,1117301,N,C,5,4,1,0,1284896
24192,40400,1,1,Healthcare,Financial Analyst,Retail,D,HR,PG,Sociology,Bangalore,2019.0,Sociology,Bangalore,2018.0,Others,Kolkata,2007.0,Bangalore,Lucknow,477409,N,B,1,2,2,0,620631
24193,41133,8,5,HR,Senior Researcher,IT,M,HR,Doctorate,Zoology,Lucknow,2012.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mangalore,Bhubaneswar,1981011,N,B,3,1,0,0,2674364
24194,10309,9,5,Accounts,Sales Manager,Retail,M,Assistant Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Kolkata,Mumbai,932597,Y,C,3,2,1,0,1115386
24199,41838,14,0,Marketing,Sales Execituve,Insurance,I,Others,PG,Others,Guwahati,1997.0,Mathematics,Guwahati,1999.0,Chemistry,Surat,2006.0,Nagpur,Ahmedabad,1903989,Y,Key_Performer,3,5,1,0,2513265
24204,14508,10,8,Healthcare,Senior Researcher,Retail,H,HR,Doctorate,Arts,Jaipur,2010.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Ahmedabad,Delhi,2156314,N,Key_Performer,1,1,0,0,2911023
24205,48000,9,8,HR,Team Lead,Insurance,A,Software Developer,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Guwahati,Guwahati,1115303,N,D,3,5,2,0,1282598
24208,32589,22,19,Marketing,Bio statistician,Telecom,D,Product Manager,PG,Botony,Kolkata,1998.0,Botony,Kolkata,2016.0,Others,Kolkata,2007.0,Surat,Kanpur,3444700,N,B,3,0,0,0,4478110
24209,45710,5,5,IT-Software,Analyst,FMCG,P,Consultant,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Bangalore,Mangalore,493192,N,B,1,7,1,0,616490
24210,40326,17,17,Banking,Financial Analyst,IT,J,Software Developer,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mangalore,Kolkata,2538252,Y,Key_Performer,4,3,0,0,3299727
24212,15438,12,12,Marketing,Sales Manager,Analytics,P,Network Engineer,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Delhi,Mangalore,1440384,N,A,2,7,0,0,1800480
24213,49173,2,0,Engineering,Project Manager,Analytics,O,Consultant,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Bangalore,Bangalore,476390,Y,B,2,4,0,0,619307
24215,41455,14,12,HR,Consultant,Telecom,F,HR,Doctorate,Zoology,Nagpur,1999.0,Zoology,Nagpur,2001.0,Zoology,Bhubaneswar,2006.0,Kanpur,Pune,2187723,Y,Key_Performer,2,8,0,0,3062812
24216,35961,0,0,Marketing,Others,Training,M,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Delhi,Surat,0,N,B,0,2,1,0,367655
24218,45624,6,5,Analytics/BI,Project Manager,Training,C,Data Analyst,PG,Zoology,Bangalore,2014.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Kolkata,Bangalore,1223849,N,A,1,0,1,0,1654643
24220,45901,0,0,Marketing,Others,Training,M,HR,Doctorate,Arts,Ahmedabad,2020.0,Others,Ahmedabad,2016.0,Others,Kolkata,2007.0,Lucknow,Mumbai,0,N,B,0,2,0,0,419972
24222,29915,15,9,Healthcare,Researcher,Telecom,O,HR,PG,Arts,Bhubaneswar,2005.0,Others,Bhubaneswar,2010.0,Others,Kolkata,2007.0,Nagpur,Nagpur,1835220,N,Key_Performer,5,1,1,0,2385786
24223,30559,10,1,Engineering,Business Analyst,Retail,N,Sr.Manager,PG,Psychology,Lucknow,2010.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Guwahati,Mumbai,1485837,N,D,3,0,1,0,1777061
24225,56141,7,6,IT-Software,Sales Manager,Others,G,Consultant,PG,Engineering,Mangalore,2013.0,Engineering,Mangalore,2014.0,Others,Kolkata,2007.0,Jaipur,Lucknow,1344210,Y,B,3,1,1,0,1774357
24227,42802,25,15,Others,Sales Execituve,Telecom,I,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Lucknow,Bangalore,1963432,N,A,2,7,1,0,2454290
24229,49450,4,2,HR,Others,Insurance,M,Data Analyst,Doctorate,Sociology,Ahmedabad,2016.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Kanpur,Lucknow,932046,N,B,4,0,0,0,1258262
24233,44843,10,8,Marketing,Business Analyst,Retail,G,HR,Doctorate,Arts,Bangalore,2010.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Nagpur,Lucknow,1675707,N,D,1,1,0,0,2081228
24234,57837,2,1,Accounts,Analyst,BFSI,L,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Kanpur,Pune,442384,Y,C,1,5,0,0,529091
24235,50322,17,11,Top Management,Financial Analyst,Retail,A,Marketing Manager,Doctorate,Mathematics,Jaipur,2003.0,Mathematics,Jaipur,2016.0,Others,Kolkata,2007.0,Chennai,Jaipur,2870929,N,B,6,2,0,0,3875754
24238,30580,14,13,Others,Sales Manager,Retail,G,Assistant Manager,Doctorate,Botony,Mangalore,2006.0,Botony,Mangalore,2017.0,Others,Kolkata,2007.0,Jaipur,Delhi,1820032,N,C,6,1,0,0,2260479
24239,23186,24,1,Engineering,Project Manager,Training,P,Assistant Manager,Doctorate,Sociology,Pune,1996.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mumbai,Guwahati,3405973,N,D,2,1,0,0,4230218
24241,47301,0,0,Marketing,Others,Training,M,HR,Grad,Botony,Guwahati,2020.0,Botony,Guwahati,2022.0,Others,Kolkata,2007.0,Kolkata,Guwahati,0,N,B,0,1,0,0,323513
24243,23437,2,0,Marketing,Project Manager,Training,N,Marketing Manager,Doctorate,Zoology,Nagpur,2018.0,Zoology,Nagpur,2021.0,Others,Kolkata,2007.0,Chennai,Guwahati,758301,N,B,3,2,0,0,947876
24245,35388,16,13,Analytics/BI,Others,BFSI,O,Consultant,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Guwahati,Mumbai,1640449,N,B,2,1,1,0,2050561
24246,42902,14,8,IT-Software,Financial Analyst,Insurance,H,CA,Grad,Statistics,Guwahati,2000.0,Statistics,Guwahati,2002.0,Statistics,Surat,2006.0,Guwahati,Mangalore,1836440,N,A,2,8,0,0,2295550
24247,40765,16,11,Others,Others,Analytics,L,Research Analyst,PG,Arts,Nagpur,2004.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Bangalore,Ahmedabad,3567089,N,Key_Performer,3,1,0,0,4637215
24248,25357,9,1,Healthcare,Team Lead,Automobile,D,Director,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Chennai,Kanpur,1237185,Y,A,4,1,3,0,1608340
24250,43586,4,2,IT-Software,Financial Analyst,Automobile,M,Assistant Manager,Grad,Others,Bangalore,2016.0,Arts,Bangalore,2009.0,Others,Kolkata,2007.0,Nagpur,Delhi,691908,Y,B,5,1,1,0,885642
24256,31459,10,0,Marketing,Consultant,FMCG,L,Manager,Grad,Sociology,Lucknow,2010.0,Sociology,Lucknow,2008.0,Others,Kolkata,2007.0,Lucknow,Pune,1907681,N,B,4,2,0,0,2384601
24263,27763,9,4,Analytics/BI,Senior Researcher,IT,G,Research Analyst,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Ahmedabad,Chennai,1041193,Y,Key_Performer,3,4,1,0,1353550
24266,31972,24,17,Education,Business Analyst,Retail,E,Sr.Manager,PG,Chemistry,Guwahati,1996.0,Chemistry,Guwahati,2009.0,Others,Kolkata,2007.0,Ahmedabad,Lucknow,1966060,Y,D,3,2,1,0,2387583
24267,38610,6,1,Engineering,Sales Manager,BFSI,O,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mumbai,Bangalore,760820,N,A,4,4,5,0,989066
24269,18599,6,0,Others,Bio statistician,IT,O,Assistant Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Delhi,Chennai,866602,Y,Key_Performer,4,5,0,0,1171645
24273,25175,3,2,Marketing,Analyst,Telecom,A,Sr.Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Kolkata,Mumbai,693886,Y,B,1,2,4,0,902051
24274,39479,10,8,HR,Consultant,Aviation,P,Data Analyst,Doctorate,Psychology,Kolkata,2010.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Kolkata,Delhi,1908985,N,D,3,1,0,0,2370959
